id,Primary Text,Guidance,isHeading,parentBinding,module,Artifact Type
2948,"'--------------------------------------------------------------------------------------
| Severity of Failure                                             | Weight | Risk     |
|                                                                 |        |          |
--------------------------------------------------------------------------------------
| Patient death or serious injury, irreversible                   | 1      | Extreme  |
|                                                                 |        |          |
--------------------------------------------------------------------------------------
| Product loss of function, patient clinically affected           | 0.4    | High     |
|                                                                 |        |          |
--------------------------------------------------------------------------------------
| Clinical difficulty with product, product operable at reduced   | 0.2    | Moderate |
|performance, patient is not clinically affected                  |        |          |
|                                                                 |        |          |
--------------------------------------------------------------------------------------
| User difficulty with product, inconvenience/distraction to user | 0.1    | Low      |
|                                                                 |        |          |
--------------------------------------------------------------------------------------
| Minor nuisance for customer                                     | 0.05   | Minor    |
|                                                                 |        |          |
--------------------------------------------------------------------------------------","","","","",Information
2783,Fluid Ingress,"","","","",Heading
2900,Replace Text,"","","","",Information
2789,Operating Environment,"Describe the environment in which the system will operate, including other systems with which the system must interoperate as well as environmental conditions that the system will experience.","","","",Heading
3019,Weighted MoE,"","","","",Trade Study Assessment Criterion
3044,Hardware interfaces,"","","","",Heading
3079,Replace Text,"","","","",System Requirement
2780,Portability Requirements,"","","","",Heading
2927,Labeling/Packaging,"","","","",Heading
2853,"","","","","",FMEA - Object
2836,Replace Text,"","","","",Information
2934,Replace Text,"","","","",Information
2956,Replace Text,"","","","",Information
2832,Need N,"","","","",Heading
3086,Replace Text,"","","","",System Requirement
2737,System Function 1,Don’t really say “System Function 1.” State the function name in just a few words. If appropriate use the provided headings to provide additional detail.,"","","",Heading
2798,Replace Text,"","","","",Information
2897,Feature N1,"","","","",Vision Statement
2804,Stakeholder Descriptions,"","","","",Heading
2940,Replace Text,"","","","",System Requirement
3036,Replace Text,"","","","",Information
2760,References,"This section should provide a complete list of all the applicable and reference documents, identified by title, author and date. Each document should be marked as applicable or reference. If appropriate, report number, journal name and publishing organization should be included.","","","",Heading
2865,Operational Environment,"This section should describe the real world the software is to operate in. This narrative description may be supported by context diagrams, to summaries external interfaces, and system block diagrams, to show how the activity fits within the larger system. The nature of the exchanges with external systems should be specified.
If a Stakeholder Requirements Specification defines a product that is a component of a parent system or project then this section should:
· outline the activities that will be supported by external systems;
· reference the Interface Control Documents that define the external interfaces with the other systems;
· describe the computer infrastructure to be used.","","","",Heading
